0.41			2.16829e+06			4.7085e+07			3.58911e+06			4.39432e+06
0.42			2.21187e+06			4.91891e+07			3.55229e+06			4.35843e+06
0.43			2.2551e+06			5.13296e+07			3.51634e+06			4.3229e+06
0.44			2.29798e+06			5.35059e+07			3.48121e+06			4.28774e+06
0.45			2.34051e+06			5.57172e+07			3.44689e+06			4.25293e+06
0.46			2.38269e+06			5.79631e+07			3.41334e+06			4.21846e+06
0.47			2.42454e+06			6.02427e+07			3.38055e+06			4.18433e+06
0.48			2.46604e+06			6.25556e+07			3.34849e+06			4.15052e+06
0.49			2.50721e+06			6.4901e+07			3.31713e+06			4.11704e+06
0.5			2.54805e+06			6.72783e+07			3.28646e+06			4.08386e+06
0.51			2.58856e+06			6.9687e+07			3.25646e+06			4.051e+06
0.52			2.62875e+06			7.21262e+07			3.2271e+06			4.01844e+06
0.53			2.66861e+06			7.45955e+07			3.19837e+06			3.98616e+06
0.54			2.70815e+06			7.70941e+07			3.17025e+06			3.95418e+06
0.55			2.74737e+06			7.96215e+07			3.14271e+06			3.92248e+06
0.56			2.78628e+06			8.2177e+07			3.11575e+06			3.89105e+06
0.57			2.82488e+06			8.47599e+07			3.08935e+06			3.85989e+06
0.58			2.86317e+06			8.73697e+07			3.06349e+06			3.829e+06
0.59			2.90116e+06			9.00056e+07			3.03816e+06			3.79836e+06
0.6			2.93884e+06			9.2667e+07			3.01334e+06			3.76798e+06
0.61			2.97622e+06			9.53534e+07			2.98901e+06			3.73785e+06
0.62			3.01329e+06			9.8064e+07			2.96517e+06			3.70796e+06
0.63			3.05008e+06			1.00798e+08			2.9418e+06			3.67831e+06
0.64			3.08657e+06			1.03556e+08			2.9189e+06			3.64889e+06
0.65			3.12276e+06			1.06335e+08			2.89643e+06			3.6197e+06
0.66			3.15867e+06			1.09136e+08			2.8744e+06			3.59074e+06
0.67			3.19429e+06			1.11959e+08			2.8528e+06			3.56199e+06
0.68			3.22963e+06			1.14802e+08			2.83161e+06			3.53347e+06
0.69			3.26468e+06			1.17664e+08			2.81082e+06			3.50515e+06
0.7			3.29945e+06			1.20546e+08			2.79042e+06			3.47704e+06
0.71			3.33394e+06			1.23447e+08			2.7704e+06			3.44914e+06
0.72			3.36815e+06			1.26365e+08			2.75076e+06			3.42143e+06
0.73			3.40209e+06			1.293e+08			2.73148e+06			3.39392e+06
0.74			3.43576e+06			1.32252e+08			2.71256e+06			3.36661e+06
0.75			3.46915e+06			1.3522e+08			2.69398e+06			3.33948e+06
0.76			3.50228e+06			1.38204e+08			2.67574e+06			3.31254e+06
0.77			3.53514e+06			1.41202e+08			2.65783e+06			3.28579e+06
0.78			3.56773e+06			1.44214e+08			2.64024e+06			3.25921e+06
0.79			3.60006e+06			1.4724e+08			2.62296e+06			3.23281e+06
0.8			3.63212e+06			1.50278e+08			2.60599e+06			3.20658e+06
0.81			3.66393e+06			1.53329e+08			2.58932e+06			3.18052e+06
0.82			3.69547e+06			1.56391e+08			2.57295e+06			3.15462e+06
0.83			3.72676e+06			1.59463e+08			2.55686e+06			3.12889e+06
0.839999			3.7578e+06			1.62547e+08			2.54105e+06			3.10333e+06
0.849999			3.78858e+06			1.65639e+08			2.52551e+06			3.07792e+06
0.859999			3.8191e+06			1.68741e+08			2.51024e+06			3.05266e+06
0.869999			3.84938e+06			1.71851e+08			2.49524e+06			3.02756e+06
0.879999			3.8794e+06			1.74969e+08			2.48049e+06			3.0026e+06
0.889999			3.90918e+06			1.78093e+08			2.46599e+06			2.9778e+06
0.899999			3.93871e+06			1.81225e+08			2.45173e+06			2.95314e+06
0.909999			3.968e+06			1.84362e+08			2.43771e+06			2.92862e+06
0.919999			3.99704e+06			1.87504e+08			2.42393e+06			2.90425e+06
0.929999			4.02584e+06			1.9065e+08			2.41038e+06			2.88001e+06
0.939999			4.0544e+06			1.93801e+08			2.39706e+06			2.8559e+06
0.949999			4.08272e+06			1.96954e+08			2.38395e+06			2.83193e+06
0.959999			4.1108e+06			2.0011e+08			2.37106e+06			2.80809e+06
0.969999			4.13864e+06			2.03269e+08			2.35838e+06			2.78438e+06
0.979999			4.16625e+06			2.06428e+08			2.34591e+06			2.7608e+06
0.989999			4.19363e+06			2.09588e+08			2.33364e+06			2.73734e+06
0.999999			4.22077e+06			2.12748e+08			2.32157e+06			2.714e+06
1.01			4.24767e+06			2.15908e+08			2.3097e+06			2.69079e+06
1.02			4.27435e+06			2.19066e+08			2.29801e+06			2.66769e+06
1.03			4.3008e+06			2.22223e+08			2.28652e+06			2.64471e+06
1.04			4.32702e+06			2.25376e+08			2.27521e+06			2.62184e+06
1.05			4.35301e+06			2.28527e+08			2.26408e+06			2.59909e+06
1.06			4.37877e+06			2.31674e+08			2.25312e+06			2.57645e+06
1.07			4.40431e+06			2.34817e+08			2.24234e+06			2.55392e+06
1.08			4.42963e+06			2.37954e+08			2.23173e+06			2.5315e+06
1.09			4.45472e+06			2.41086e+08			2.22129e+06			2.50918e+06
1.1			4.47959e+06			2.44211e+08			2.21101e+06			2.48697e+06
1.11			4.50424e+06			2.4733e+08			2.20089e+06			2.46486e+06
1.12			4.52866e+06			2.5044e+08			2.19094e+06			2.44285e+06
1.13			4.55287e+06			2.53543e+08			2.18113e+06			2.42094e+06
1.14			4.57687e+06			2.56636e+08			2.17148e+06			2.39913e+06
1.15			4.60064e+06			2.59721e+08			2.16198e+06			2.37741e+06
1.16			4.6242e+06			2.62794e+08			2.15263e+06			2.35579e+06
1.17			4.64754e+06			2.65857e+08			2.14342e+06			2.33427e+06
1.18			4.67067e+06			2.68909e+08			2.13435e+06			2.31283e+06
1.19			4.69358e+06			2.71949e+08			2.12543e+06			2.29149e+06
1.2			4.71629e+06			2.74975e+08			2.11664e+06			2.27024e+06
1.21			4.73878e+06			2.77989e+08			2.10798e+06			2.24907e+06
1.22			4.76106e+06			2.80988e+08			2.09946e+06			2.22799e+06
1.23			4.78313e+06			2.83973e+08			2.09107e+06			2.20699e+06
1.24			4.80499e+06			2.86943e+08			2.08281e+06			2.18608e+06
1.25			4.82664e+06			2.89896e+08			2.07468e+06			2.16526e+06
1.26			4.84808e+06			2.92833e+08			2.06667e+06			2.14451e+06
1.27			4.86932e+06			2.95753e+08			2.05878e+06			2.12384e+06
1.28			4.89036e+06			2.98655e+08			2.05101e+06			2.10325e+06
1.29			4.91118e+06			3.01539e+08			2.04336e+06			2.08274e+06
1.3			4.93181e+06			3.04403e+08			2.03583e+06			2.06231e+06
1.31			4.95223e+06			3.07248e+08			2.02841e+06			2.04195e+06
1.32			4.97244e+06			3.10072e+08			2.02111e+06			2.02167e+06
1.33			4.99246e+06			3.12876e+08			2.01391e+06			2.00146e+06
1.34			5.01227e+06			3.15658e+08			2.00683e+06			1.98132e+06
1.35			5.03188e+06			3.18417e+08			1.99985e+06			1.96125e+06
1.36			5.0513e+06			3.21153e+08			1.99298e+06			1.94125e+06
1.37			5.07051e+06			3.23866e+08			1.98622e+06			1.92132e+06
1.38			5.08952e+06			3.26555e+08			1.97956e+06			1.90146e+06
1.39			5.10834e+06			3.29219e+08			1.973e+06			1.88166e+06
1.4			5.12696e+06			3.31857e+08			1.96654e+06			1.86193e+06
1.41			5.14538e+06			3.34469e+08			1.96018e+06			1.84227e+06
1.42			5.16361e+06			3.37055e+08			1.95392e+06			1.82267e+06
1.43			5.18164e+06			3.39613e+08			1.94775e+06			1.80313e+06
1.44			5.19948e+06			3.42143e+08			1.94168e+06			1.78365e+06
1.45			5.21712e+06			3.44644e+08			1.9357e+06			1.76423e+06
1.46			5.23457e+06			3.47116e+08			1.92982e+06			1.74488e+06
1.47			5.25182e+06			3.49558e+08			1.92402e+06			1.72558e+06
1.48			5.26889e+06			3.5197e+08			1.91832e+06			1.70634e+06
1.49			5.28576e+06			3.5435e+08			1.9127e+06			1.68715e+06
1.5			5.30244e+06			3.56699e+08			1.90717e+06			1.66803e+06
1.51			5.31893e+06			3.59015e+08			1.90173e+06			1.64896e+06
1.52			5.33523e+06			3.61298e+08			1.89637e+06			1.62994e+06
1.53			5.35134e+06			3.63547e+08			1.89109e+06			1.61097e+06
1.54			5.36726e+06			3.65761e+08			1.8859e+06			1.59206e+06
1.55			5.38299e+06			3.67941e+08			1.8808e+06			1.5732e+06
1.56			5.39853e+06			3.70085e+08			1.87577e+06			1.5544e+06
1.57			5.41389e+06			3.72192e+08			1.87082e+06			1.53564e+06
1.58			5.42906e+06			3.74263e+08			1.86595e+06			1.51693e+06
1.59			5.44404e+06			3.76296e+08			1.86116e+06			1.49827e+06
1.6			5.45884e+06			3.78291e+08			1.85644e+06			1.47966e+06
1.61			5.47345e+06			3.80247e+08			1.8518e+06			1.46109e+06
1.62			5.48788e+06			3.82163e+08			1.84724e+06			1.44258e+06
1.63			5.50212e+06			3.84039e+08			1.84275e+06			1.4241e+06
1.64			5.51617e+06			3.85875e+08			1.83834e+06			1.40568e+06
1.65			5.53005e+06			3.87669e+08			1.83399e+06			1.38729e+06
1.66			5.54374e+06			3.89421e+08			1.82972e+06			1.36895e+06
1.67			5.55724e+06			3.9113e+08			1.82552e+06			1.35066e+06
1.68			5.57057e+06			3.92796e+08			1.8214e+06			1.3324e+06
1.69			5.58371e+06			3.94418e+08			1.81734e+06			1.31419e+06
1.7			5.59667e+06			3.95995e+08			1.81334e+06			1.29601e+06
1.71			5.60945e+06			3.97527e+08			1.80942e+06			1.27788e+06
1.72			5.62205e+06			3.99013e+08			1.80557e+06			1.25979e+06
1.73			5.63446e+06			4.00453e+08			1.80178e+06			1.24173e+06
1.74			5.6467e+06			4.01845e+08			1.79805e+06			1.22371e+06
1.75			5.65876e+06			4.0319e+08			1.7944e+06			1.20573e+06
1.76			5.67064e+06			4.04486e+08			1.7908e+06			1.18779e+06
1.77			5.68233e+06			4.05733e+08			1.78727e+06			1.16988e+06
1.78			5.69385e+06			4.06931e+08			1.78381e+06			1.15201e+06
1.79			5.7052e+06			4.08078e+08			1.78041e+06			1.13417e+06
1.8			5.71636e+06			4.09174e+08			1.77706e+06			1.11637e+06
1.81			5.72735e+06			4.10218e+08			1.77379e+06			1.09859e+06
1.82			5.73815e+06			4.1121e+08			1.77057e+06			1.08086e+06
1.83			5.74879e+06			4.12149e+08			1.76741e+06			1.06315e+06
1.84			5.75924e+06			4.13035e+08			1.76431e+06			1.04548e+06
1.85			5.76952e+06			4.13867e+08			1.76127e+06			1.02783e+06
1.86			5.77962e+06			4.14643e+08			1.75829e+06			1.01022e+06
1.87			5.78955e+06			4.15365e+08			1.75537e+06			992638
1.88			5.7993e+06			4.1603e+08			1.75251e+06			975084
1.89			5.80887e+06			4.16638e+08			1.74971e+06			957559
1.9			5.81827e+06			4.17189e+08			1.74696e+06			940062
1.91			5.8275e+06			4.17682e+08			1.74427e+06			922593
1.92			5.83655e+06			4.18117e+08			1.74163e+06			905150
1.93			5.84543e+06			4.18492e+08			1.73905e+06			887734
1.94			5.85413e+06			4.18807e+08			1.73652e+06			870343
1.95			5.86266e+06			4.19061e+08			1.73405e+06			852978
1.96			5.87102e+06			4.19255e+08			1.73164e+06			835637
1.97			5.8792e+06			4.19386e+08			1.72928e+06			818321
1.98			5.88721e+06			4.19455e+08			1.72697e+06			801028
1.99			5.89505e+06			4.19461e+08			1.72471e+06			783759
2			5.90272e+06			4.19404e+08			1.72251e+06			766512
2.01			5.91021e+06			4.19281e+08			1.72036e+06			749286
2.02			5.91753e+06			4.19094e+08			1.71826e+06			732083
2.03			5.92468e+06			4.18841e+08			1.71622e+06			714900
2.04			5.93166e+06			4.18522e+08			1.71422e+06			697738
2.05			5.93846e+06			4.18136e+08			1.71228e+06			680596
2.06			5.9451e+06			4.17683e+08			1.71039e+06			663473
2.07			5.95156e+06			4.17161e+08			1.70855e+06			646369
2.08			5.95785e+06			4.1657e+08			1.70676e+06			629284
2.09			5.96398e+06			4.1591e+08			1.70502e+06			612216
2.1			5.96993e+06			4.15179e+08			1.70333e+06			595166
2.11			5.97571e+06			4.14378e+08			1.70168e+06			578132
2.12			5.98132e+06			4.13506e+08			1.70009e+06			561116
2.13			5.98676e+06			4.12561e+08			1.69855e+06			544115
2.14			5.99203e+06			4.11544e+08			1.69705e+06			527129
2.15			5.99713e+06			4.10453e+08			1.69561e+06			510159
2.16			6.00206e+06			4.09289e+08			1.69421e+06			493203
2.17			6.00683e+06			4.0805e+08			1.69286e+06			476261
2.18			6.01142e+06			4.06735e+08			1.69156e+06			459332
2.19			6.01584e+06			4.05345e+08			1.6903e+06			442416
2.2			6.0201e+06			4.03878e+08			1.6891e+06			425513
2.21			6.02419e+06			4.02334e+08			1.68794e+06			408622
2.22			6.0281e+06			4.00713e+08			1.68683e+06			391743
2.23			6.03185e+06			3.99013e+08			1.68576e+06			374875
2.24			6.03543e+06			3.97233e+08			1.68474e+06			358017
2.25			6.03884e+06			3.95375e+08			1.68377e+06			341170
2.26			6.04209e+06			3.93435e+08			1.68285e+06			324332
2.27			6.04516e+06			3.91415e+08			1.68197e+06			307503
2.28			6.04807e+06			3.89314e+08			1.68114e+06			290684
2.29			6.05081e+06			3.8713e+08			1.68035e+06			273872
2.3			6.05338e+06			3.84863e+08			1.67961e+06			257069
2.31			6.05578e+06			3.82512e+08			1.67891e+06			240273
2.32			6.05802e+06			3.80078e+08			1.67827e+06			223484
2.33			6.06008e+06			3.77558e+08			1.67766e+06			206701
2.34			6.06198e+06			3.74954e+08			1.6771e+06			189924
2.35			6.06371e+06			3.72263e+08			1.67659e+06			173153
2.36			6.06528e+06			3.69485e+08			1.67613e+06			156387
2.37			6.06667e+06			3.6662e+08			1.6757e+06			139626
2.38			6.0679e+06			3.63667e+08			1.67533e+06			122869
2.39			6.06896e+06			3.60626e+08			1.675e+06			106116
2.4			6.06986e+06			3.57495e+08			1.67471e+06			89365.9
2.41			6.07058e+06			3.54274e+08			1.67447e+06			72618.8
2.42			6.07114e+06			3.50963e+08			1.67428e+06			55874.1
2.43			6.07153e+06			3.4756e+08			1.67413e+06			39131.3
2.44			6.07176e+06			3.44066e+08			1.67402e+06			22390
2.45			6.07181e+06			3.40479e+08			1.67396e+06			5649.82
2.46			6.0717e+06			3.368e+08			1.67395e+06			-11089.8
2.47			6.07142e+06			3.33026e+08			1.67398e+06			-27829.2
2.48			6.07098e+06			3.29158e+08			1.67405e+06			-44569
2.49			6.07036e+06			3.25195e+08			1.67417e+06			-61309.5
2.5			6.06958e+06			3.21137e+08			1.67433e+06			-78051.2
2.51			6.06864e+06			3.16982e+08			1.67455e+06			-94794.5
2.52			6.06752e+06			3.1273e+08			1.6748e+06			-111540
2.53			6.06624e+06			3.08381e+08			1.6751e+06			-128288
2.54			6.06479e+06			3.03934e+08			1.67545e+06			-145039
2.55			6.06317e+06			2.99387e+08			1.67584e+06			-161793
2.56			6.06138e+06			2.94742e+08			1.67627e+06			-178552
2.57			6.05943e+06			2.89996e+08			1.67675e+06			-195315
2.58			6.05731e+06			2.85149e+08			1.67728e+06			-212082
2.59			6.05502e+06			2.80201e+08			1.67785e+06			-228855
2.6			6.05256e+06			2.75151e+08			1.67847e+06			-245633
2.61			6.04994e+06			2.69998e+08			1.67913e+06			-262418
2.62			6.04715e+06			2.64742e+08			1.67984e+06			-279209
2.63			6.04419e+06			2.59382e+08			1.6806e+06			-296008
2.64			6.04106e+06			2.53918e+08			1.6814e+06			-312814
2.65			6.03776e+06			2.48348e+08			1.68225e+06			-329628
2.66			6.0343e+06			2.42673e+08			1.68314e+06			-346450
2.67			6.03067e+06			2.36891e+08			1.68408e+06			-363282
2.68			6.02687e+06			2.31002e+08			1.68507e+06			-380122
2.69			6.0229e+06			2.25005e+08			1.6861e+06			-396973
2.7			6.01876e+06			2.18899e+08			1.68718e+06			-413834
2.71			6.01445e+06			2.12685e+08			1.6883e+06			-430706
2.72			6.00998e+06			2.06361e+08			1.68948e+06			-447589
2.73			6.00533e+06			1.99927e+08			1.6907e+06			-464484
2.74			6.00052e+06			1.93381e+08			1.69197e+06			-481391
2.75			5.99553e+06			1.86725e+08			1.69328e+06			-498310
2.76			5.99038e+06			1.79956e+08			1.69465e+06			-515243
2.77			5.98506e+06			1.73074e+08			1.69606e+06			-532190
2.78			5.97957e+06			1.66078e+08			1.69752e+06			-549150
2.79			5.97391e+06			1.58969e+08			1.69903e+06			-566126
2.8			5.96807e+06			1.51744e+08			1.70059e+06			-583116
2.81			5.96207e+06			1.44404e+08			1.70219e+06			-600122
2.82			5.9559e+06			1.36949e+08			1.70385e+06			-617144
2.83			5.94956e+06			1.29376e+08			1.70556e+06			-634182
2.84			5.94305e+06			1.21686e+08			1.70731e+06			-651238
2.85			5.93636e+06			1.13879e+08			1.70912e+06			-668311
2.86			5.92951e+06			1.05952e+08			1.71097e+06			-685402
2.87			5.92249e+06			9.79065e+07			1.71288e+06			-702512
2.88			5.91529e+06			8.9741e+07			1.71484e+06			-719641
2.89			5.90792e+06			8.1455e+07			1.71684e+06			-736789
2.9			5.90038e+06			7.30478e+07			1.7189e+06			-753957
2.91			5.89267e+06			6.45188e+07			1.72101e+06			-771146
2.92			5.88479e+06			5.58674e+07			1.72318e+06			-788356
2.93			5.87673e+06			4.70929e+07			1.7254e+06			-805588
2.94			5.8685e+06			3.81947e+07			1.72766e+06			-822842
2.95			5.8601e+06			2.91722e+07			1.72999e+06			-840119
2.96			5.85153e+06			2.00247e+07			1.73236e+06			-857419
2.97			5.84278e+06			1.07516e+07			1.73479e+06			-874742
2.98			5.83386e+06			1.35221e+06			1.73728e+06			-892090
2.99			5.82476e+06			-8.17406e+06			1.73982e+06			-909463
3			5.8155e+06			-1.78279e+07			1.74241e+06			-926861
3.01			5.80605e+06			-2.76098e+07			1.74506e+06			-944285
3.02			5.79644e+06			-3.75206e+07			1.74777e+06			-961736
3.03			5.78664e+06			-4.75608e+07			1.75053e+06			-979214
3.04			5.77668e+06			-5.77311e+07			1.75335e+06			-996719
3.05			5.76653e+06			-6.80322e+07			1.75622e+06			-1.01425e+06
3.06			5.75622e+06			-7.84646e+07			1.75916e+06			-1.03181e+06
3.07			5.74572e+06			-8.90289e+07			1.76215e+06			-1.04941e+06
3.08			5.73505e+06			-9.9726e+07			1.7652e+06			-1.06703e+06
3.09			5.7242e+06			-1.10556e+08			1.76832e+06			-1.08468e+06
3.1			5.71318e+06			-1.2152e+08			1.77149e+06			-1.10236e+06
3.11			5.70198e+06			-1.32619e+08			1.77472e+06			-1.12008e+06
3.12			5.6906e+06			-1.43853e+08			1.77801e+06			-1.13782e+06
3.13			5.67904e+06			-1.55223e+08			1.78137e+06			-1.15561e+06
3.14			5.66731e+06			-1.66729e+08			1.78478e+06			-1.17342e+06
3.15			5.6554e+06			-1.78372e+08			1.78826e+06			-1.19127e+06
3.16			5.64331e+06			-1.90153e+08			1.7918e+06			-1.20915e+06
3.17			5.63104e+06			-2.02073e+08			1.79541e+06			-1.22707e+06
3.18			5.61859e+06			-2.14131e+08			1.79908e+06			-1.24502e+06
3.19			5.60596e+06			-2.26329e+08			1.80282e+06			-1.26301e+06
3.2			5.59315e+06			-2.38668e+08			1.80662e+06			-1.28104e+06
3.21			5.58016e+06			-2.51147e+08			1.81049e+06			-1.29911e+06
3.22			5.56698e+06			-2.63768e+08			1.81442e+06			-1.31721e+06
3.23			5.55363e+06			-2.76531e+08			1.81843e+06			-1.33536e+06
3.24			5.54009e+06			-2.89437e+08			1.8225e+06			-1.35354e+06
3.25			5.52638e+06			-3.02486e+08			1.82664e+06			-1.37176e+06
3.26			5.51248e+06			-3.1568e+08			1.83085e+06			-1.39003e+06
3.27			5.49839e+06			-3.29018e+08			1.83514e+06			-1.40834e+06
3.28			5.48413e+06			-3.42502e+08			1.83949e+06			-1.42669e+06
3.29			5.46967e+06			-3.56131e+08			1.84392e+06			-1.44509e+06
3.3			5.45504e+06			-3.69908e+08			1.84842e+06			-1.46352e+06
3.31			5.44022e+06			-3.83831e+08			1.85299e+06			-1.48201e+06
3.32			5.42521e+06			-3.97903e+08			1.85764e+06			-1.50054e+06
3.33			5.41002e+06			-4.12123e+08			1.86237e+06			-1.51912e+06
3.34			5.39465e+06			-4.26492e+08			1.86717e+06			-1.53774e+06
3.35			5.37908e+06			-4.41012e+08			1.87205e+06			-1.55641e+06
3.36			5.36333e+06			-4.55681e+08			1.87701e+06			-1.57513e+06
3.37			5.34739e+06			-4.70502e+08			1.88205e+06			-1.5939e+06
3.38			5.33126e+06			-4.85475e+08			1.88717e+06			-1.61272e+06
3.39			5.31495e+06			-5.006e+08			1.89238e+06			-1.63159e+06
3.4			5.29844e+06			-5.15878e+08			1.89766e+06			-1.65052e+06
3.41			5.28175e+06			-5.3131e+08			1.90303e+06			-1.66949e+06
3.42			5.26486e+06			-5.46896e+08			1.90848e+06			-1.68852e+06
3.43			5.24779e+06			-5.62637e+08			1.91402e+06			-1.70761e+06
3.44			5.23052e+06			-5.78534e+08			1.91965e+06			-1.72675e+06
3.45			5.21306e+06			-5.94586e+08			1.92536e+06			-1.74595e+06
3.46			5.19541e+06			-6.10796e+08			1.93117e+06			-1.7652e+06
3.47			5.17756e+06			-6.27163e+08			1.93706e+06			-1.78451e+06
3.48			5.15952e+06			-6.43689e+08			1.94305e+06			-1.80388e+06
3.49			5.14129e+06			-6.60373e+08			1.94913e+06			-1.82331e+06
3.5			5.12286e+06			-6.77216e+08			1.95531e+06			-1.8428e+06
3.51			5.10424e+06			-6.9422e+08			1.96158e+06			-1.86236e+06
3.52			5.08542e+06			-7.11384e+08			1.96795e+06			-1.88197e+06
3.53			5.0664e+06			-7.2871e+08			1.97441e+06			-1.90165e+06
3.54			5.04719e+06			-7.46198e+08			1.98098e+06			-1.9214e+06
3.55			5.02778e+06			-7.63848e+08			1.98765e+06			-1.94121e+06
3.56			5.00817e+06			-7.81662e+08			1.99442e+06			-1.96108e+06
3.57			4.98836e+06			-7.99639e+08			2.0013e+06			-1.98103e+06
3.58			4.96835e+06			-8.17781e+08			2.00828e+06			-2.00104e+06
3.59			4.94813e+06			-8.36088e+08			2.01537e+06			-2.02112e+06
3.6			4.92772e+06			-8.54561e+08			2.02257e+06			-2.04128e+06
3.61			4.90711e+06			-8.732e+08			2.02988e+06			-2.0615e+06
3.62			4.88629e+06			-8.92007e+08			2.0373e+06			-2.0818e+06
3.63			4.86527e+06			-9.10981e+08			2.04484e+06			-2.10217e+06
3.64			4.84404e+06			-9.30123e+08			2.05249e+06			-2.12262e+06
3.65			4.82261e+06			-9.49435e+08			2.06026e+06			-2.14315e+06
3.66			4.80097e+06			-9.68916e+08			2.06815e+06			-2.16375e+06
3.67			4.77913e+06			-9.88567e+08			2.07617e+06			-2.18443e+06
3.68			4.75708e+06			-1.00839e+09			2.08431e+06			-2.20519e+06
3.69			4.73482e+06			-1.02838e+09			2.09257e+06			-2.22604e+06
3.7			4.71235e+06			-1.04855e+09			2.10096e+06			-2.24696e+06
3.71			4.68967e+06			-1.06889e+09			2.10948e+06			-2.26797e+06
3.72			4.66678e+06			-1.0894e+09			2.11814e+06			-2.28907e+06
3.73			4.64367e+06			-1.11009e+09			2.12693e+06			-2.31025e+06
3.74			4.62036e+06			-1.13095e+09			2.13585e+06			-2.33152e+06
3.75			4.59683e+06			-1.15198e+09			2.14492e+06			-2.35287e+06
3.76			4.57309e+06			-1.1732e+09			2.15412e+06			-2.37432e+06
3.77			4.54913e+06			-1.19459e+09			2.16347e+06			-2.39586e+06
3.78			4.52495e+06			-1.21615e+09			2.17297e+06			-2.4175e+06
3.79			4.50056e+06			-1.2379e+09			2.18262e+06			-2.43923e+06
3.8			4.47595e+06			-1.25982e+09			2.19242e+06			-2.46106e+06
3.81			4.45112e+06			-1.28192e+09			2.20237e+06			-2.48298e+06
3.82			4.42607e+06			-1.3042e+09			2.21248e+06			-2.505e+06
3.83			4.4008e+06			-1.32667e+09			2.22275e+06			-2.52713e+06
3.84			4.3753e+06			-1.34931e+09			2.23319e+06			-2.54936e+06
3.85			4.34959e+06			-1.37213e+09			2.24379e+06			-2.57169e+06
3.86			4.32365e+06			-1.39514e+09			2.25456e+06			-2.59413e+06
3.87			4.29748e+06			-1.41833e+09			2.2655e+06			-2.61667e+06
3.88			4.27109e+06			-1.44171e+09			2.27662e+06			-2.63933e+06
3.89			4.24447e+06			-1.46527e+09			2.28792e+06			-2.66209e+06
3.9			4.21762e+06			-1.48901e+09			2.2994e+06			-2.68497e+06
3.91			4.19054e+06			-1.51294e+09			2.31107e+06			-2.70797e+06
3.92			4.16323e+06			-1.53705e+09			2.32293e+06			-2.73108e+06
3.93			4.13568e+06			-1.56136e+09			2.33498e+06			-2.75431e+06
3.94			4.10791e+06			-1.58584e+09			2.34723e+06			-2.77766e+06
3.95			4.07989e+06			-1.61052e+09			2.35968e+06			-2.80113e+06
3.96			4.05165e+06			-1.63539e+09			2.37234e+06			-2.82472e+06
3.97			4.02316e+06			-1.66045e+09			2.38521e+06			-2.84845e+06
3.98			3.99444e+06			-1.68569e+09			2.39829e+06			-2.8723e+06
3.99			3.96548e+06			-1.71113e+09			2.41159e+06			-2.89628e+06
4			3.93627e+06			-1.73676e+09			2.42512e+06			-2.9204e+06
