0	15000	15000	6.3781e+06	6.34971e+06
0.01	77859.2	78178.1	6.34821e+06	6.28592e+06
0.02	140084	203897	6.22519e+06	6.22244e+06
0.03	201686	391518	6.1069e+06	6.16019e+06
0.04	262677	640403	5.99309e+06	6.09912e+06
0.05	323069	949916	5.88351e+06	6.03919e+06
0.06	382872	1.31942e+06	5.77794e+06	5.98036e+06
0.07	442098	1.74827e+06	5.67617e+06	5.92258e+06
0.08	500756	2.23584e+06	5.57802e+06	5.86581e+06
0.09	558856	2.78148e+06	5.48329e+06	5.81003e+06
0.1	616408	3.38456e+06	5.39183e+06	5.7552e+06
0.11	673421	4.04444e+06	5.30346e+06	5.70128e+06
0.12	729904	4.76048e+06	5.21805e+06	5.64825e+06
0.13	785864	5.53205e+06	5.13545e+06	5.59607e+06
0.14	841312	6.3585e+06	5.05554e+06	5.54471e+06
0.15	896253	7.2392e+06	4.97818e+06	5.49416e+06
0.16	950697	8.17352e+06	4.90326e+06	5.44438e+06
0.17	1.00465e+06	9.1608e+06	4.83068e+06	5.39534e+06
0.18	1.05812e+06	1.02004e+07	4.76034e+06	5.34704e+06
0.19	1.11112e+06	1.12917e+07	4.69212e+06	5.29943e+06
0.2	1.16364e+06	1.24341e+07	4.62595e+06	5.25251e+06
0.21	1.2157e+06	1.36269e+07	4.56174e+06	5.20625e+06
0.22	1.26731e+06	1.48695e+07	4.49941e+06	5.16064e+06
0.23	1.31847e+06	1.61612e+07	4.43887e+06	5.11564e+06
0.24	1.36918e+06	1.75015e+07	4.38006e+06	5.07125e+06
0.25	1.41945e+06	1.88896e+07	4.3229e+06	5.02745e+06
0.26	1.46929e+06	2.03249e+07	4.26734e+06	4.98422e+06
0.27	1.51871e+06	2.18069e+07	4.21331e+06	4.94155e+06
0.28	1.5677e+06	2.33348e+07	4.16074e+06	4.89942e+06
0.29	1.61628e+06	2.4908e+07	4.10959e+06	4.85781e+06
0.3	1.66445e+06	2.65259e+07	4.0598e+06	4.81671e+06
0.31	1.71221e+06	2.81878e+07	4.01131e+06	4.77612e+06
0.32	1.75957e+06	2.98932e+07	3.96409e+06	4.736e+06
0.33	1.80653e+06	3.16413e+07	3.91808e+06	4.69636e+06
0.34	1.85311e+06	3.34315e+07	3.87325e+06	4.65718e+06
0.35	1.89929e+06	3.52633e+07	3.82954e+06	4.61845e+06
0.36	1.94509e+06	3.71359e+07	3.78693e+06	4.58015e+06
0.37	1.99052e+06	3.90487e+07	3.74536e+06	4.54228e+06
0.38	2.03556e+06	4.10011e+07	3.70482e+06	4.50483e+06
0.39	2.08024e+06	4.29924e+07	3.66525e+06	4.46778e+06
0.4	2.12455e+06	4.5022e+07	3.62663e+06	4.43113e+06
0.41	2.1685e+06	4.70893e+07	3.58893e+06	4.39486e+06
0.42	2.21209e+06	4.91936e+07	3.55212e+06	4.35897e+06
0.43	2.25532e+06	5.13344e+07	3.51616e+06	4.32345e+06
0.44	2.29821e+06	5.35108e+07	3.48103e+06	4.28829e+06
0.45	2.34074e+06	5.57224e+07	3.4467e+06	4.25348e+06
0.46	2.38293e+06	5.79685e+07	3.41316e+06	4.21901e+06
0.47	2.42478e+06	6.02484e+07	3.38036e+06	4.18488e+06
0.48	2.46629e+06	6.25615e+07	3.3483e+06	4.15108e+06
0.49	2.50747e+06	6.49071e+07	3.31694e+06	4.11759e+06
0.5	2.54831e+06	6.72847e+07	3.28627e+06	4.08442e+06
0.51	2.58883e+06	6.96936e+07	3.25627e+06	4.05156e+06
0.52	2.62902e+06	7.21331e+07	3.22691e+06	4.019e+06
0.53	2.66889e+06	7.46027e+07	3.19818e+06	3.98673e+06
0.54	2.70843e+06	7.71016e+07	3.17005e+06	3.95475e+06
0.55	2.74766e+06	7.96292e+07	3.14252e+06	3.92305e+06
0.56	2.78658e+06	8.2185e+07	3.11556e+06	3.89162e+06
0.57	2.82518e+06	8.47682e+07	3.08915e+06	3.86047e+06
0.58	2.86348e+06	8.73782e+07	3.06329e+06	3.82958e+06
0.59	2.90147e+06	9.00144e+07	3.03796e+06	3.79894e+06
0.6	2.93916e+06	9.26762e+07	3.01313e+06	3.76856e+06
0.61	2.97654e+06	9.53629e+07	2.98881e+06	3.73843e+06
0.62	3.01363e+06	9.80738e+07	2.96497e+06	3.70854e+06
0.63	3.05041e+06	1.00808e+08	2.9416e+06	3.67889e+06
0.64	3.08691e+06	1.03566e+08	2.91869e+06	3.64948e+06
0.65	3.12311e+06	1.06346e+08	2.89622e+06	3.62029e+06
0.66	3.15903e+06	1.09148e+08	2.87419e+06	3.59133e+06
0.67	3.19465e+06	1.1197e+08	2.85259e+06	3.56259e+06
0.68	3.22999e+06	1.14813e+08	2.83139e+06	3.53406e+06
0.69	3.26505e+06	1.17676e+08	2.8106e+06	3.50575e+06
0.7	3.29983e+06	1.20559e+08	2.79021e+06	3.47764e+06
0.71	3.33432e+06	1.23459e+08	2.77019e+06	3.44974e+06
0.72	3.36854e+06	1.26378e+08	2.75055e+06	3.42204e+06
0.73	3.40249e+06	1.29314e+08	2.73126e+06	3.39453e+06
0.74	3.43616e+06	1.32266e+08	2.71234e+06	3.36722e+06
0.75	3.46956e+06	1.35235e+08	2.69376e+06	3.3401e+06
0.76	3.50269e+06	1.38218e+08	2.67552e+06	3.31316e+06
0.77	3.53556e+06	1.41217e+08	2.6576e+06	3.2864e+06
0.78	3.56816e+06	1.44229e+08	2.64001e+06	3.25983e+06
0.79	3.60049e+06	1.47255e+08	2.62274e+06	3.23343e+06
0.8	3.63256e+06	1.50294e+08	2.60577e+06	3.2072e+06
0.81	3.66437e+06	1.53345e+08	2.5891e+06	3.18114e+06
0.82	3.69593e+06	1.56408e+08	2.57272e+06	3.15525e+06
0.83	3.72722e+06	1.59481e+08	2.55663e+06	3.12952e+06
0.84	3.75826e+06	1.62564e+08	2.54082e+06	3.10396e+06
0.85	3.78905e+06	1.65658e+08	2.52528e+06	3.07855e+06
0.86	3.81958e+06	1.6876e+08	2.51001e+06	3.0533e+06
0.87	3.84986e+06	1.7187e+08	2.495e+06	3.0282e+06
0.88	3.87989e+06	1.74988e+08	2.48025e+06	3.00325e+06
0.89	3.90968e+06	1.78114e+08	2.46575e+06	2.97844e+06
0.9	3.93922e+06	1.81245e+08	2.45149e+06	2.95379e+06
0.91	3.96851e+06	1.84382e+08	2.43748e+06	2.92927e+06
0.92	3.99756e+06	1.87525e+08	2.42369e+06	2.9049e+06
0.93	4.02636e+06	1.90672e+08	2.41014e+06	2.88066e+06
0.94	4.05493e+06	1.93823e+08	2.39682e+06	2.85656e+06
0.95	4.08326e+06	1.96977e+08	2.38371e+06	2.83259e+06
0.96	4.11134e+06	2.00134e+08	2.37082e+06	2.80875e+06
0.97	4.13919e+06	2.03292e+08	2.35814e+06	2.78504e+06
0.98	4.16681e+06	2.06452e+08	2.34566e+06	2.76146e+06
0.99	4.19419e+06	2.09613e+08	2.3334e+06	2.73801e+06
1	4.22134e+06	2.12774e+08	2.32132e+06	2.71467e+06
1.01	4.24825e+06	2.15934e+08	2.30945e+06	2.69146e+06
1.02	4.27493e+06	2.19092e+08	2.29777e+06	2.66836e+06
1.03	4.30139e+06	2.22249e+08	2.28627e+06	2.64539e+06
1.04	4.32761e+06	2.25404e+08	2.27496e+06	2.62252e+06
